Water_SYSTEM.PWSID,Water_SYSTEM.PWS_NAME,Water_SYSTEM.NPM_CANDIDATE,Water_SYSTEM.PRIMACY_AGENCY_CODE,Water_SYSTEM.EPA_REGION,Water_SYSTEM.SEASON_BEGIN_DATE,Water_SYSTEM.SEASON_END_DATE,Water_SYSTEM.PWS_ACTIVITY_CODE,Water_SYSTEM.PWS_DEACTIVATION_DATE,Water_SYSTEM.PWS_TYPE_CODE,Water_SYSTEM.DBPR_SCHEDULE_CAT_CODE,Water_SYSTEM.CDS_ID,Water_SYSTEM.GW_SW_CODE,Water_SYSTEM.LT2_SCHEDULE_CAT_CODE,Water_SYSTEM.OWNER_TYPE_CODE,Water_SYSTEM.POPULATION_SERVED_COUNT,Water_SYSTEM.POP_CAT_2_CODE,Water_SYSTEM.POP_CAT_3_CODE,Water_SYSTEM.POP_CAT_4_CODE,Water_SYSTEM.POP_CAT_5_CODE,Water_SYSTEM.POP_CAT_11_CODE,Water_SYSTEM.PRIMACY_TYPE,Water_SYSTEM.PRIMARY_SOURCE_CODE,Water_SYSTEM.IS_GRANT_ELIGIBLE_IND,Water_SYSTEM.IS_WHOLESALER_IND,Water_SYSTEM.IS_SCHOOL_OR_DAYCARE_IND,Water_SYSTEM.SERVICE_CONNECTIONS_COUNT,Water_SYSTEM.SUBMISSION_STATUS_CODE,Water_SYSTEM.ORG_NAME,Water_SYSTEM.ADMIN_NAME,Water_SYSTEM.EMAIL_ADDR,Water_SYSTEM.PHONE_NUMBER,Water_SYSTEM.PHONE_EXT_NUMBER,Water_SYSTEM.FAX_NUMBER,Water_SYSTEM.ALT_PHONE_NUMBER,Water_SYSTEM.ADDRESS_LINE1,Water_SYSTEM.ADDRESS_LINE2,Water_SYSTEM.CITY_NAME,Water_SYSTEM.ZIP_CODE,Water_SYSTEM.COUNTRY_CODE,Water_SYSTEM.STATE_CODE,Water_SYSTEM.SOURCE_WATER_PROTECTION_CODE,Water_SYSTEM.SOURCE_PROTECTION_BEGIN_DATE,Water_SYSTEM.OUTSTANDING_PERFORMER,Water_SYSTEM.OUTSTANDING_PERFORM_BEGIN_DATE,Water_SYSTEM.CITIES_SERVED,Water_SYSTEM.COUNTIES_SERVED,X48
PR0613516,ST JUDE MEDICAL,N,PR,02,01-01,12-31,I,23-SEP-10,NTNCWS,NA,NA,GW,NA,L,800,1,1,1,2,3,Territory,GW,N,N,N,1,Y,ST JUDE MEDICAL,ST JUDE MEDICAL,NA,787-504-1173,NA,787-746-5272,NA,CARR.156 KM. 58.8,CAGUAS WEST INDUSTRIAL PARK,CAGUAS,00726,US,PR,N,NA,NA,NA,CAGUAS,Caguas Municipio,NA
PR0618016,ACUEDUCTO DUGUE,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,NA,40,1,1,1,1,1,Territory,SW,N,N,N,8,Y,NA,ACUEDUCTO DUGUE,NA,NA,NA,NA,NA,NA,CARR.971 KM.3.8 SECTOR TABLONE,CEIBA BO DUQUE,NA,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0633016,SECTOR MARIA JIMENEZ,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,600,1,1,1,2,3,Territory,GW,N,N,N,450,Y,NA,SECTOR MARIA JIMENEZ,NA,809-,NA,NA,NA,NA,CARR 944 KM 4.1,BO. HATO NUEVO GURABO,00658,US,PR,NA,NA,NA,NA,Not Reported,Gurabo Municipio,NA
PR0633026,SECTOR PACHANGA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,390,1,1,1,1,2,Territory,GW,N,N,N,97,Y,NA,SECTOR PACHANGA,NA,809-,NA,NA,NA,NA,CARR. 931 KM. 3.8,"BO. NAVARRO,GURABO",00658,US,PR,NA,NA,NA,NA,Not Reported,Gurabo Municipio,NA
PR0633036,MASA II,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,25,1,1,1,1,1,Territory,SW,N,N,N,6,Y,NA,MASA II,NA,NA,NA,NA,NA,NA,CARR. #853 KM.11.8(1.1 M.INT),"BO. MASA II, GURABO",NA,US,PR,NA,NA,NA,NA,Not Reported,Gurabo Municipio,NA
PR0633046,JAGUAS,N,PR,02,01-01,12-31,N,31-AUG-15,CWS,NA,NA,GW,NA,P,280,1,1,1,1,2,Territory,GW,N,N,N,70,Y,JAGUAS,JAGUAS,NA,787-737-6286,NA,NA,NA,CARR. 941 KM. 5.1 INT.,BO.JAGUAS SECTOR LOS COMES,GURABO,00778,US,PR,N,NA,NA,NA,GURABO,Gurabo Municipio,NA
PR0633056,QUEBRADA INFIERNO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,90,1,1,1,1,1,Territory,GW,N,N,N,22,Y,NA,QUEBRADA INFIERNO,NA,809-,NA,NA,NA,NA,CARR. #181 KM. 14.2,"BO. QUEBRADA INFIERNO, GURABO",00658,US,PR,NA,NA,NA,NA,Not Reported,Gurabo Municipio,NA
PR0633066,JANSSEN,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,S,44,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,JANSSEN,NA,809-737-8401,NA,NA,NA,NA,CARR 933 KM 0.1,GUARBO,00658,US,PR,NA,NA,NA,NA,Not Reported,Gurabo Municipio,NA
PR0633086,PARCELAS MARIA JIMENEZ,N,PR,02,NA,NA,I,11-JAN-00,CWS,NA,NA,GW,NA,P,200,1,1,1,1,2,Territory,GW,N,N,N,50,Y,NA,NA,NA,787-737-7016,NA,NA,NA,CARR. # 944 KM. 2.8,PARCELA # 24 BO. HATO NUEVO,GURABO,00778,US,PR,NA,NA,NA,NA,GURABO,Gurabo Municipio,NA
PR0633096,LA PACHANGA-NAVARRO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,360,1,1,1,1,2,Territory,GW,N,N,N,90,Y,NA,LA PACHANGA-NAVARRO,NA,NA,NA,NA,NA,NA,CARR. #931 KM. 3.5,"BO. NAVARRO, GURABO",NA,US,PR,NA,NA,NA,NA,Not Reported,Gurabo Municipio,NA
PR0636016,ANTON RUIZ,N,PR,02,01-01,12-31,I,01-AUG-86,CWS,NA,NA,GW,NA,S,2000,1,1,1,2,4,Territory,GW,N,N,N,500,Y,NA,ANTON RUIZ,NA,809-852-1369,NA,NA,NA,NA,CARR. #927 KM. 1.5,"BO. ANTON RUIZ, HUMACAO",00661,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0636026,CATANO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,P,100,1,1,1,1,1,Territory,GW,N,N,N,25,Y,NA,CATANO,NA,809-,NA,NA,NA,CARR. 3 KM. 85.2,BO. CATANO,HUMACAO,00661,US,PR,NA,NA,NA,NA,Not Reported,Humacao Municipio,NA
PR0636036,FABRICA ALCON IND.,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,200,1,1,1,1,2,Territory,GW,N,N,N,0,Y,NA,FABRICA ALCON IND.,NA,809-,NA,NA,NA,NA,CARR. #925 K2.0 JUNQUITOS,HUMACAO,00661,US,PR,NA,NA,NA,NA,Not Reported,Humacao Municipio,NA
PR0636056,DANBURY PHAMACAL CARIBE INC.,N,PR,02,01-01,01-02,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,200,1,1,1,1,2,Territory,GW,N,N,N,50,Y,NA,DANBURY PHAMACAL CARIBE INC.,NA,809-852-5151,NA,NA,NA,CARR. # 3 KM. 76.9,NA,HUMACAO,00792,US,PR,NA,NA,NA,NA,HUMACAO,Humacao Municipio,NA
PR0636066,CARDINAL HEALTH MANUFACTURING,N,PR,02,01-01,12-31,I,12-APR-06,NTNCWS,NA,NA,GW,NA,P,190,1,1,1,1,2,Territory,GW,N,N,N,48,Y,CARDINAL HEALTH MANUFACTURING,CARDINAL HEALTH MANUFACTURING,NA,787-852-3080,NA,NA,NA,CARR. 925 KM. 7.0,BO. JUNQUITO,HUMACAO,00791,US,PR,NA,NA,NA,NA,HUMACAO,Humacao Municipio,NA
PR0636086,EX-LAX,Y,PR,02,01-01,12-31,I,16-SEP-19,NTNCWS,NA,NA,SW,NA,P,300,1,1,1,1,2,Territory,SW,N,N,N,25,Y,EX-LAX,EX-LAX,NA,787-852-3190,NA,NA,NA,BO. MARIANA,CARR. 909 KM. 1.3,HUMACAO,00791,US,PR,N,NA,NA,NA,HUMACAO,Humacao Municipio,NA
PR0644016,MONTONES,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,25,1,1,1,1,1,Territory,GW,N,N,N,6,Y,NA,MONTONES,NA,809-,NA,NA,NA,NA,CARR. #183 KM 18.6,BO. MONTONES I LAS PIEDRAS,NA,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0644026,FABRICAS PAMCOR C.,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,25,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,FABRICAS PAMCOR C.,NA,809-733-8198,NA,NA,NA,NA,CARR. #183 KM. 18.3,BO. MONTONES LAS PIEDRAS,NA,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0653016,ASOC. PRO DESARROLLO COMUNAL,N,PR,02,NA,NA,I,01-OCT-15,CWS,NA,NA,GW,NA,P,1400,1,1,1,2,4,Territory,GW,N,N,N,350,Y,ASOC. PRO DESARROLLO COMUNAL,ASOC. PRO DESARROLLO COMUNAL,NA,787-874-4817,NA,NA,NA,CARR. 191 KM. 28.3,BO. FLORIDA,NAGUABO,00718,US,PR,N,NA,NA,NA,NAGUABO,Naguabo Municipio,NA
PR0653036,CAMP PENAL PUNTA LIMA,N,PR,02,01-01,12-31,I,01-MAR-87,TNCWS,NA,NA,GW,NA,S,120,1,1,1,1,2,Territory,GW,N,N,N,0,Y,NA,CAMP PENAL PUNTA LIMA,NA,809-,NA,NA,NA,NA,CARR. #3 KM. 60.6 INT FINAL,"PLAYA HUCARES, NAGUABO",00718,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0653046,ACUEDUCTO DUQUE,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,52,1,1,1,1,1,Territory,SW,N,N,N,13,Y,NA,ACUEDUCTO DUQUE,NA,809-,NA,NA,NA,SECTOR TABLONES,CARR. 866 BO. RIO ABAJO,NAGUABO,00718,US,PR,NA,NA,NA,NA,Not Reported,Naguabo Municipio,NA
PR0661016,CUERPO DE VOLUNTARIO,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,SW,NA,P,240,1,1,1,1,2,Territory,SW,N,N,N,60,Y,NA,CUERPO DE VOLUNTARIO,NA,809-887-2753,NA,NA,NA,CARR. 186 KM. 20.7,EL VERDE,RIO GRANDE,00745,US,PR,NA,NA,NA,NA,Not Reported,Rio Grande Municipio,NA
PR0661026,ACUEDUCTO COMPAMENTO ELISA,N,PR,02,01-01,12-31,I,01-JAN-96,TNCWS,NA,NA,SW,NA,S,300,1,1,1,1,2,Territory,SW,N,N,N,0,Y,NA,ACUEDUCTO COMPAMENTO ELISA,NA,NA,NA,NA,NA,NA,"COLBERT, CARR. #186 KM. 21.8","BO. JIMENEZ, RIO GRANDE",00745,US,PR,NA,NA,NA,NA,Not Reported,Rio Grande Municipio,NA
PR0661036,CAMPAMENTO YMCA,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,SW,NA,S,75,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,CAMPAMENTO YMCA,NA,NA,NA,NA,NA,NA,CARR 191 KM 3.9 BARCELONA,RIO GRANDE,00745,US,PR,NA,NA,NA,NA,Not Reported,Rio Grande Municipio,NA
PR0666146,ACUED. BO. CAYAGUAS,N,PR,02,NA,NA,I,10-JUL-08,CWS,NA,NA,GW,NA,P,65,1,1,1,1,1,Territory,GW,N,N,N,20,Y,"CAYAGUAS, ACUED","CAYAGUAS, ACUED",NA,NA,NA,NA,NA,CARR. 181 RAMAL 9912,BO. CAYAGUAS SECTOR LOS ALVERIO,SAN LORENZO,00754,US,PR,NA,NA,NA,NA,SAN LORENZO,Not Reported,NA
PR0666156,SANTUARIO NUESTRA SENORA DEL CARMEN,N,PR,02,01-01,12-31,I,20-SEP-16,TNCWS,NA,NA,GW,NA,L,40,1,1,1,1,1,Territory,GW,N,N,N,1,Y,"DEL CARMEN, SANTUARIO","DEL CARMEN, SANTUARIO",NA,787-715-8946,NA,NA,NA,CARR. 181 RAMAL 7740 KM 5.3,BO. ESPINO SECTOR QUEBRADA LAJAS,SAN LORENZO,00754,US,PR,NA,NA,NA,NA,SAN LORENZO,San Lorenzo Municipio,NA
PR0677026,SECTOR VILLA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,45,1,1,1,1,1,Territory,SW,N,N,N,11,Y,NA,SECTOR VILLA,NA,809-,NA,NA,NA,NA,CARR #3 KM 2.6,BO. JUAN MARTIN YABUCOA,00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677036,ROIG,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,50,1,1,1,1,1,Territory,SW,N,N,N,10,Y,NA,ROIG,NA,809-,NA,NA,NA,NA,CARR. #3 KM.97.7,"BO. LIMONES, YABUCOA",00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677046,TEJAS II,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,550,1,1,1,2,3,Territory,GW,N,N,N,137,Y,NA,TEJAS II,NA,809-,NA,NA,NA,NA,CARR. 908 KM. 8.3 RAMAL INT,"BO. TEJAS, YABUCOA",00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677086,VILLA II,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,45,1,1,1,1,1,Territory,SW,N,N,N,11,Y,NA,VILLA II,NA,809-,NA,NA,NA,NA,CARR. #3 KM. 2.6,"BO. JUAN MARTIN, YABUCOA",00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677096,UNION CARBIDE,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,S,750,1,1,1,2,3,Territory,GW,N,N,N,0,Y,NA,UNION CARBIDE,NA,809-893-2100,NA,NA,NA,NA,CARR 3 KM 91.6 AGUACATE,YABUCAO,00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677106,SHELL CHEMICAL YABUCOA,N,PR,02,01-01,12-31,I,17-FEB-11,NTNCWS,NA,NA,GW,NA,P,90,1,1,1,1,1,Territory,GW,N,N,N,125,Y,SHELL CHEMICAL YABUCOA,SHELL CHEMICAL YABUCOA,NA,787-893-2424,NA,NA,NA,CARR. 901 KM. 2.7,BO. CAMINO  NUEVO,YABUCOA,00767,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0677116,"R.J. REYNOLDS TABACCO (CI),LLC",N,PR,02,01-01,12-31,I,15-NOV-10,NTNCWS,NA,NA,GW,NA,P,100,1,1,1,1,1,Territory,GW,N,N,N,13,Y,"R.J. REYNOLDS TABACCO (CI),LLC","R.J. REYNOLDS TABACCO (CI),LLC",NA,787-792-3535,NA,NA,NA,CARR. #3 KM. 90.4,BO. AGUACATE,YABUCOA,00767,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0677126,JACANAS,N,PR,02,01-01,12-31,I,01-JUN-88,CWS,NA,NA,SW,NA,S,840,1,1,1,2,3,Territory,SW,N,N,N,210,Y,NA,JACANAS,NA,809-,NA,NA,NA,NA,CARR. #901 KM. 6.0 RAMAL 902,"BO. JACANAS, YABUCOA",00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677136,AGUACATE,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,25,1,1,1,1,1,Territory,SW,N,N,N,0,Y,NA,AGUACATE,NA,809-,NA,NA,NA,NA,CARR. #3 KM. 89.8,"BO. AGUACATE, YABUCOA",00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677156,CALABAZA-SODOMA,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,1500,1,1,1,2,4,Territory,GW,N,N,N,375,Y,NA,CALABAZA-SODOMA,NA,809-,NA,NA,NA,NA,CARR. #182 KM.3.7 RAMAL INT,"BO. CALABAZA, YABUCOA",00767,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0677166,CENTRAL ROIG,N,PR,02,01-01,12-31,I,18-MAY-05,NTNCWS,NA,NA,GW,NA,P,250,1,1,1,1,2,Territory,GW,N,N,N,63,Y,NA,NA,NA,787-723-9090,NA,NA,NA,CARR. #13 KM. 96.4,BO. JUAN MARTIN,YABUCOA,00767,US,PR,NA,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0677176,J CANAS,N,PR,02,01-01,12-31,I,01-NOV-97,CWS,NA,NA,GW,NA,P,540,1,1,1,2,3,Territory,GW,N,N,N,135,Y,NA,J CANAS,NA,NA,NA,NA,NA,FINCA SR.RAFAEL RIVERA CLAUDIO,"CARR.920,KM.5.3",YABUCOA,00767,US,PR,NA,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0711017,FINCA FEDERICO MULERO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,NA,30,1,1,1,1,1,Territory,SW,N,N,N,7,Y,NA,FINCA FEDERICO MULERO,NA,809-767-6013,NA,NA,NA,NA,CARR. 812 KM. 7.6 INT.,BO. GUARAGUAO ARRIBA BAYAMON,NA,US,PR,NA,NA,NA,NA,Not Reported,Yabucoa Municipio,NA
PR0711027,MEPSI CENTER,N,PR,02,01-01,12-31,I,01-NOV-97,NTNCWS,NA,NA,GW,NA,P,525,1,1,1,2,3,Territory,GW,N,N,N,131,Y,NA,MEPSI CENTER,NA,787-793-3030,NA,NA,NA,CARR. # 2 KM. 8 HM. 2,BO. JUAN SANCHEZ,BAYAMON,00956,US,PR,NA,NA,NA,NA,BAYAM N,Bayamon Municipio,NA
PR0724017,LA VEGA-FUENTES,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,28,1,1,1,1,1,Territory,SW,N,N,N,7,Y,NA,LA VEGA-FUENTES,NA,NA,NA,NA,NA,NA,CARR. #802 KM. 1.6 LA VEGA,"BO. MANA, COROZAL",00643,US,PR,NA,NA,NA,NA,Not Reported,Corozal Municipio,NA
PR0724037,MAN  II,N,PR,02,01-01,12-31,I,01-NOV-97,CWS,NA,NA,GW,NA,P,140,1,1,1,1,2,Territory,GW,N,N,N,35,Y,NA,MAN  II,NA,787-859-7862,NA,NA,NA,CAR. 802 KM. 2.5,CAMINO VECINAL BO.MAN,COROZAL,00783,US,PR,NA,NA,NA,NA,COROZAL,Corozal Municipio,NA
PR0724047,MAGUEYES,N,PR,02,NA,NA,I,23-OCT-02,CWS,NA,NA,SW,NA,P,240,1,1,1,1,2,Territory,SW,N,N,N,60,Y,NA,NA,NA,787-859-6022,NA,NA,NA,CARR. 568 KM. 12.1 INT.,CAMINO VECINAL BO. MAGUEYES,COROZAL,00783,US,PR,NA,NA,NA,NA,COROZAL,Corozal Municipio,NA
PR0724057,PALMARITO - MANA,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,28,1,1,1,1,1,Territory,GW,N,N,N,7,Y,NA,PALMARITO - MANA,NA,NA,NA,NA,NA,NA,CARR. #802 KM.1.0 INT.,"BO. PALMARITO, COROZAL",00643,US,PR,NA,NA,NA,NA,Not Reported,Corozal Municipio,NA
PR0724067,PALMARITO II- RIACHUELO,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,160,1,1,1,1,2,Territory,SW,N,N,N,40,Y,NA,PALMARITO II- RIACHUELO,NA,NA,NA,NA,NA,NA,"CARR. #802 KM. 1.0, MANA","BO. PALMARITO, COROZAL",00643,US,PR,NA,NA,NA,NA,Not Reported,Corozal Municipio,NA
PR0724107,LAS CRUCES,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,GW,NA,S,440,1,1,1,1,2,Territory,GW,N,N,N,110,Y,NA,LAS CRUCES,NA,809-,NA,NA,NA,NA,CARR. #802 KM.,"BO. MANA, COROZAL",00719,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0726017,MC NEIL PHARMACENTICAL CO.,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,271,1,1,1,1,2,Territory,GW,N,N,N,68,Y,NA,MC NEIL PHARMACENTICAL CO.,NA,809-796-1540,NA,NA,NA,CARR. 698,KM. 0.8,DORADO,00646,US,PR,NA,NA,NA,NA,DORADO,Dorado Municipio,NA
PR0726027,MC NEIL PHARMACENTICAL CO.,N,PR,02,01-01,01-02,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,271,1,1,1,1,2,Territory,GW,N,N,N,68,Y,NA,MC NEIL PHARMACENTICAL CO.,NA,809-796-1540,NA,NA,NA,CARR. 698,KM. 0.8,DORADO,00646,US,PR,NA,NA,NA,NA,DORADO,Dorado Municipio,NA
PR0754017,COMUNIDAD NIEVES-SANCHEZ,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,168,1,1,1,1,2,Territory,SW,N,N,N,42,Y,NA,COMUNIDAD NIEVES-SANCHEZ,NA,NA,NA,NA,NA,NA,CARR. #811 KM.2.3,"BO. CEDRO ARRIBA, NARANJITO",00719,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0754027,LA TOSCA-MULITAS,N,PR,02,01-01,12-31,I,01-MAR-87,CWS,NA,NA,SW,NA,S,168,1,1,1,1,2,Territory,SW,N,N,N,42,Y,NA,LA TOSCA-MULITAS,NA,NA,NA,NA,NA,NA,CARR. #815,"BO. NUEVO, NARANJITO",00719,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0754037,GUADIANA ALEJANDRO,N,PR,02,NA,NA,I,08-FEB-00,CWS,NA,NA,GW,NA,P,600,1,1,1,2,3,Territory,GW,N,N,N,150,Y,NA,NA,NA,787-869-3152,NA,NA,NA,CARR.164 RAMAL 826,BO.GUADIANA,NARANJITO,00719,US,PR,NA,NA,NA,NA,NARANJITO,Naranjito Municipio,NA
PR0754047,ESPINELL,N,PR,02,01-01,12-31,I,01-JAN-96,CWS,NA,NA,GW,NA,S,205,1,1,1,1,2,Territory,GW,N,N,N,52,Y,NA,ESPINELL,NA,NA,NA,NA,NA,NA,CARR. 826,"BO. GUADINANA, NARANJITO",00719,US,PR,NA,NA,NA,NA,Not Reported,Not Reported,NA
PR0754087,LOLO PADILLA,N,PR,02,NA,NA,I,08-DEC-11,CWS,NA,NA,GW,NA,P,400,1,1,1,1,2,Territory,GW,N,N,N,100,Y,LOLO PADILLA,LOLO PADILLA,NA,787-869-1749,NA,NA,NA,CARR. 811 KM. 1.9,BO. CEDRO ABAJO SEC.4 CALLES,NARANJITO,00719,US,PR,N,NA,NA,NA,NARANJITO,Naranjito Municipio,NA
PR0754117,AC EL LLANO DE LOS PADILLAS,N,PR,02,NA,NA,I,30-DEC-08,CWS,NA,NA,GW,NA,P,44,1,1,1,1,1,Territory,GW,N,N,N,15,Y,AC EL LLANO DE LOS PADILLAS,AC EL LLANO DE LOS PADILLAS,NA,787-869-3189,NA,NA,NA,BO. GUADIANA RAMAL HATILLO,SEC. PADILLA CARR. 826,NARANJITO,00719,US,PR,NA,NA,NA,NA,NARANJITO,Naranjito Municipio,NA
PR0754137,COMUNIDAD LA GALLERA,N,PR,02,NA,NA,I,19-SEP-16,CWS,NA,NA,SW,NA,L,96,1,1,1,1,1,Territory,GU,N,N,N,24,Y,LA GALLERA,LA GALLERA,NA,NA,NA,NA,NA,CARR. 152 KM. 14.2,NA,NARANJITO,00719,US,PR,N,NA,NA,NA,NARANJITO,Not Reported,NA
PR0770017,MASTER CONCRETE,N,PR,02,01-01,01-02,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,60,1,1,1,1,1,Territory,GW,N,N,N,15,Y,NA,MASTER CONCRETE,NA,809-740-5252,NA,NA,NA,CARR# 2 KM. 20.6,BO. CANDELARIA,TOA BAJA,00951,US,PR,NA,NA,NA,NA,TOA BAJA,Toa Baja Municipio,NA
PR0770027,LA FAMOSA,N,PR,02,01-01,12-31,I,19-MAR-14,NTNCWS,NA,NA,GW,NA,P,65,1,1,1,1,1,Territory,GW,N,N,N,16,Y,LA FAMOSA,LA FAMOSA,NA,787-251-0060,NA,NA,NA,CARR. 866 INT.865,KM. 4.2 BO. CANDELARIA,TOA BAJA,00949,US,PR,N,NA,NA,NA,"BAYAMON,TOA BAJA",Toa Baja Municipio,NA
PR0770037,BASE NAVAL SABANA SECA,N,PR,02,NA,NA,I,26-SEP-03,CWS,NA,NA,GW,NA,P,1100,1,1,1,2,4,Territory,GW,N,N,N,275,Y,NA,NA,NA,787-261-8318,NA,NA,NA,CARR. 866 KM.3.3,BO.SABANA SECA,TOA BAJA,00952,US,PR,NA,NA,NA,NA,TOA BAJA,Toa Baja Municipio,NA
PR0773017,LEVIS,N,PR,02,01-01,12-31,I,01-NOV-85,TNCWS,NA,NA,GW,NA,S,25,1,1,1,1,1,Territory,GW,N,N,N,0,Y,NA,LEVIS,NA,809-754-4228,NA,NA,NA,NA,CARR. #2 KM. 30.3,"BO. ESPINOSA, VEGA ALTA",00762,US,PR,NA,NA,NA,NA,Not Reported,Vega Alta Municipio,NA
PR0773037,MR. SPECIAL,N,PR,02,01-01,12-31,I,01-JAN-96,NTNCWS,NA,NA,GW,NA,P,250,1,1,1,1,2,Territory,GW,N,N,N,62,Y,NA,MR. SPECIAL,NA,809-834-2695,NA,NA,NA,CAR. #2 KM. 30.2,BO. ESPINOSA,VEGA ALTA,00692,US,PR,NA,NA,NA,NA,VEGA ALTA,Vega Alta Municipio,NA
PR0116051,PLT.  MUNICIPAL CAROLINA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,SW,NA,L,25,1,1,1,1,1,Territory,SW,Y,N,N,5,Y,"VALLES ALVAREZ, ROBERTO","VALLES ALVAREZ, ROBERTO",NA,787-257-2454,NA,787-757-9585,NA,APARTADO # 8,NA,CAROLINA,00986-0008,US,PR,N,NA,NA,NA,CAROLINA,Carolina Municipio,NA
PR0677066,SODOMA,Y,PR,02,NA,NA,A,NA,CWS,NA,NA,GW,NA,P,571,1,1,1,2,3,Territory,GW,Y,N,N,200,Y,SODOMA,SODOMA,NA,787-266-3468,NA,NA,NA,BO. CALABAZA SEC. SODOMA,CARR. 182 KM. 3.2 INT. R.9910,YABUCOA,00767,US,PR,N,NA,NA,NA,YABUCOA,Yabucoa Municipio,NA
PR0508025,SISTEMA DE AGUA POTABLE STRYKER P.R. LTD,Y,PR,02,01-01,12-31,A,NA,NTNCWS,NA,NA,GW,NA,L,700,1,1,1,2,3,Territory,GW,Y,N,N,1,Y,STRYKER,STRYKER,NA,787-271-5678,NA,NA,NA,CARR. # 3 KM. 131.2,LAS GUASIMAS INDUSTRIAL PARK,ARROYO,00714,US,PR,N,NA,NA,NA,ARROYO,Arroyo Municipio,NA
